segment_id,split_label,anomaly_label,domain_shift_op,domain_shift_env,imp23absu_mic,ism330dhcx_acc,ism330dhcx_gyro,split
20240423_15_41_29_segment_0,Normal_Source_Test,normal,spd2400,BckgC,imp23absu_mic_20240423_15_41_29_DataLog_0.parquet,ism330dhcx_acc_20240423_15_41_29_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_41_29_DataLog_0.parquet,val
20240423_10_38_49_segment_0,Normal_Target_Test,normal,spd1000,BckgE,imp23absu_mic_20240423_10_38_49_DataLog_0.parquet,ism330dhcx_acc_20240423_10_38_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_38_49_DataLog_0.parquet,val
20240423_18_22_40_segment_0,Anomaly_Source_Test,magnetic,spd3000,BckgA,imp23absu_mic_20240423_18_22_40_DataLog_0.parquet,ism330dhcx_acc_20240423_18_22_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_22_40_DataLog_0.parquet,val
20240423_17_13_28_segment_0,Anomaly_Source_Test,belt,spd1800,BckgF,imp23absu_mic_20240423_17_13_28_DataLog_0.parquet,ism330dhcx_acc_20240423_17_13_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_13_28_DataLog_0.parquet,val
20240423_18_06_37_segment_0,Anomaly_Source_Test,magnetic,spd1800,BckgD,imp23absu_mic_20240423_18_06_37_DataLog_0.parquet,ism330dhcx_acc_20240423_18_06_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_06_37_DataLog_0.parquet,val
20240423_17_40_08_segment_0,Anomaly_Target_Test,magnetic,spd1000,BckgG,imp23absu_mic_20240423_17_40_08_DataLog_0.parquet,ism330dhcx_acc_20240423_17_40_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_40_08_DataLog_0.parquet,val
20240423_18_16_50_segment_0,Anomaly_Source_Test,magnetic,spd2400,BckgC,imp23absu_mic_20240423_18_16_50_DataLog_0.parquet,ism330dhcx_acc_20240423_18_16_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_16_50_DataLog_0.parquet,val
20240423_10_40_39_segment_0,Normal_Target_Test,normal,spd1000,BckgG,imp23absu_mic_20240423_10_40_39_DataLog_0.parquet,ism330dhcx_acc_20240423_10_40_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_40_39_DataLog_0.parquet,val
20240423_17_25_15_segment_0,Anomaly_Source_Test,belt,spd2800,BckgF,imp23absu_mic_20240423_17_25_15_DataLog_0.parquet,ism330dhcx_acc_20240423_17_25_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_25_15_DataLog_0.parquet,val
20240423_14_24_58_segment_0,Normal_Source_Test,normal,spd1800,BckgA,imp23absu_mic_20240423_14_24_58_DataLog_0.parquet,ism330dhcx_acc_20240423_14_24_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_24_58_DataLog_0.parquet,val
20240423_12_36_18_segment_0,Normal_Target_Test,normal,spd1400,BckgB,imp23absu_mic_20240423_12_36_18_DataLog_0.parquet,ism330dhcx_acc_20240423_12_36_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_36_18_DataLog_0.parquet,val
20240423_17_01_11_segment_0,Anomaly_Target_Test,belt,spd1400,BckgE,imp23absu_mic_20240423_17_01_11_DataLog_0.parquet,ism330dhcx_acc_20240423_17_01_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_01_11_DataLog_0.parquet,val
20240423_16_53_09_segment_0,Anomaly_Target_Test,belt,spd1100,BckgB,imp23absu_mic_20240423_16_53_09_DataLog_0.parquet,ism330dhcx_acc_20240423_16_53_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_53_09_DataLog_0.parquet,val
20240423_13_04_26_segment_0,Normal_Source_Test,normal,spd1500,BckgA,imp23absu_mic_20240423_13_04_26_DataLog_0.parquet,ism330dhcx_acc_20240423_13_04_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_04_26_DataLog_0.parquet,val
20240423_16_53_53_segment_0,Anomaly_Target_Test,belt,spd1200,BckgG,imp23absu_mic_20240423_16_53_53_DataLog_0.parquet,ism330dhcx_acc_20240423_16_53_53_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_53_53_DataLog_0.parquet,val
20240423_10_56_33_segment_0,Normal_Target_Test,normal,spd1100,BckgB,imp23absu_mic_20240423_10_56_33_DataLog_0.parquet,ism330dhcx_acc_20240423_10_56_33_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_56_33_DataLog_0.parquet,val
20240423_17_45_12_segment_0,Anomaly_Target_Test,magnetic,spd1200,BckgE,imp23absu_mic_20240423_17_45_12_DataLog_0.parquet,ism330dhcx_acc_20240423_17_45_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_45_12_DataLog_0.parquet,val
20240423_16_06_03_segment_0,Normal_Source_Test,normal,spd2800,BckgC,imp23absu_mic_20240423_16_06_03_DataLog_0.parquet,ism330dhcx_acc_20240423_16_06_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_06_03_DataLog_0.parquet,val
20240423_17_21_44_segment_0,Anomaly_Source_Test,belt,spd2400,BckgA,imp23absu_mic_20240423_17_21_44_DataLog_0.parquet,ism330dhcx_acc_20240423_17_21_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_21_44_DataLog_0.parquet,val
20240423_16_49_44_segment_0,Anomaly_Target_Test,belt,spd1000,BckgB,imp23absu_mic_20240423_16_49_44_DataLog_0.parquet,ism330dhcx_acc_20240423_16_49_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_49_44_DataLog_0.parquet,val
20240423_17_59_46_segment_0,Anomaly_Source_Test,magnetic,spd1600,BckgA,imp23absu_mic_20240423_17_59_46_DataLog_0.parquet,ism330dhcx_acc_20240423_17_59_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_59_46_DataLog_0.parquet,val
20240423_13_49_13_segment_0,Normal_Source_Test,normal,spd1700,BckgA,imp23absu_mic_20240423_13_49_13_DataLog_0.parquet,ism330dhcx_acc_20240423_13_49_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_49_13_DataLog_0.parquet,val
20240423_11_59_06_segment_0,Normal_Target_Test,normal,spd1300,BckgB,imp23absu_mic_20240423_11_59_06_DataLog_0.parquet,ism330dhcx_acc_20240423_11_59_06_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_59_06_DataLog_0.parquet,val
20240423_17_38_31_segment_0,Anomaly_Target_Test,magnetic,spd1000,BckgB,imp23absu_mic_20240423_17_38_31_DataLog_0.parquet,ism330dhcx_acc_20240423_17_38_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_38_31_DataLog_0.parquet,val
20240423_17_49_44_segment_0,Anomaly_Target_Test,magnetic,spd1300,BckgG,imp23absu_mic_20240423_17_49_44_DataLog_0.parquet,ism330dhcx_acc_20240423_17_49_44_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_49_44_DataLog_0.parquet,val
20240423_11_36_08_segment_0,Normal_Target_Test,normal,spd1200,BckgB,imp23absu_mic_20240423_11_36_08_DataLog_0.parquet,ism330dhcx_acc_20240423_11_36_08_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_36_08_DataLog_0.parquet,val
20240423_12_35_30_segment_0,Normal_Target_Test,normal,spd1400,BckgB,imp23absu_mic_20240423_12_35_30_DataLog_0.parquet,ism330dhcx_acc_20240423_12_35_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_35_30_DataLog_0.parquet,val
20240423_11_58_16_segment_0,Normal_Target_Test,normal,spd1300,BckgG,imp23absu_mic_20240423_11_58_16_DataLog_0.parquet,ism330dhcx_acc_20240423_11_58_16_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_58_16_DataLog_0.parquet,val
20240423_17_14_39_segment_0,Anomaly_Source_Test,belt,spd1900,BckgC,imp23absu_mic_20240423_17_14_39_DataLog_0.parquet,ism330dhcx_acc_20240423_17_14_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_14_39_DataLog_0.parquet,val
20240423_11_52_00_segment_0,Normal_Target_Test,normal,spd1300,BckgE,imp23absu_mic_20240423_11_52_00_DataLog_0.parquet,ism330dhcx_acc_20240423_11_52_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_52_00_DataLog_0.parquet,val
20240423_15_03_36_segment_0,Normal_Source_Test,normal,spd2000,BckgD,imp23absu_mic_20240423_15_03_36_DataLog_0.parquet,ism330dhcx_acc_20240423_15_03_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_03_36_DataLog_0.parquet,val
20240423_13_17_20_segment_0,Normal_Source_Test,normal,spd1600,BckgA,imp23absu_mic_20240423_13_17_20_DataLog_0.parquet,ism330dhcx_acc_20240423_13_17_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_17_20_DataLog_0.parquet,val
20240423_16_23_12_segment_0,Normal_Source_Test,normal,spd3000,BckgA,imp23absu_mic_20240423_16_23_12_DataLog_0.parquet,ism330dhcx_acc_20240423_16_23_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_23_12_DataLog_0.parquet,val
20240423_16_49_25_segment_0,Anomaly_Target_Test,belt,spd1000,BckgB,imp23absu_mic_20240423_16_49_25_DataLog_0.parquet,ism330dhcx_acc_20240423_16_49_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_49_25_DataLog_0.parquet,val
20240423_18_18_07_segment_0,Anomaly_Source_Test,magnetic,spd2800,BckgD,imp23absu_mic_20240423_18_18_07_DataLog_0.parquet,ism330dhcx_acc_20240423_18_18_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_18_07_DataLog_0.parquet,val
20240423_17_02_00_segment_0,Anomaly_Target_Test,belt,spd1400,BckgG,imp23absu_mic_20240423_17_02_00_DataLog_0.parquet,ism330dhcx_acc_20240423_17_02_00_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_02_00_DataLog_0.parquet,val
20240423_13_45_54_segment_0,Normal_Source_Test,normal,spd1700,BckgF,imp23absu_mic_20240423_13_45_54_DataLog_0.parquet,ism330dhcx_acc_20240423_13_45_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_45_54_DataLog_0.parquet,val
20240423_12_14_13_segment_0,Normal_Target_Test,normal,spd1400,BckgG,imp23absu_mic_20240423_12_14_13_DataLog_0.parquet,ism330dhcx_acc_20240423_12_14_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_14_13_DataLog_0.parquet,val
20240423_13_29_30_segment_0,Normal_Source_Test,normal,spd1600,BckgF,imp23absu_mic_20240423_13_29_30_DataLog_0.parquet,ism330dhcx_acc_20240423_13_29_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_29_30_DataLog_0.parquet,val
20240423_15_50_40_segment_0,Normal_Source_Test,normal,spd2800,BckgF,imp23absu_mic_20240423_15_50_40_DataLog_0.parquet,ism330dhcx_acc_20240423_15_50_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_50_40_DataLog_0.parquet,val
20240423_11_26_33_segment_0,Normal_Target_Test,normal,spd1200,BckgB,imp23absu_mic_20240423_11_26_33_DataLog_0.parquet,ism330dhcx_acc_20240423_11_26_33_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_26_33_DataLog_0.parquet,val
20240423_11_27_12_segment_0,Normal_Target_Test,normal,spd1200,BckgE,imp23absu_mic_20240423_11_27_12_DataLog_0.parquet,ism330dhcx_acc_20240423_11_27_12_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_27_12_DataLog_0.parquet,val
20240423_17_57_20_segment_0,Anomaly_Source_Test,magnetic,spd1500,BckgA,imp23absu_mic_20240423_17_57_20_DataLog_0.parquet,ism330dhcx_acc_20240423_17_57_20_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_57_20_DataLog_0.parquet,val
20240423_12_23_05_segment_0,Normal_Target_Test,normal,spd1400,BckgE,imp23absu_mic_20240423_12_23_05_DataLog_0.parquet,ism330dhcx_acc_20240423_12_23_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_23_05_DataLog_0.parquet,val
20240423_17_43_17_segment_0,Anomaly_Target_Test,magnetic,spd1100,BckgG,imp23absu_mic_20240423_17_43_17_DataLog_0.parquet,ism330dhcx_acc_20240423_17_43_17_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_43_17_DataLog_0.parquet,val
20240423_10_36_03_segment_0,Normal_Target_Test,normal,spd1000,BckgE,imp23absu_mic_20240423_10_36_03_DataLog_0.parquet,ism330dhcx_acc_20240423_10_36_03_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_36_03_DataLog_0.parquet,val
20240423_11_22_05_segment_0,Normal_Target_Test,normal,spd1200,BckgG,imp23absu_mic_20240423_11_22_05_DataLog_0.parquet,ism330dhcx_acc_20240423_11_22_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_22_05_DataLog_0.parquet,val
20240423_18_12_28_segment_0,Anomaly_Source_Test,magnetic,spd2000,BckgF,imp23absu_mic_20240423_18_12_28_DataLog_0.parquet,ism330dhcx_acc_20240423_18_12_28_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_12_28_DataLog_0.parquet,val
20240423_12_45_23_segment_0,Normal_Source_Test,normal,spd1500,BckgD,imp23absu_mic_20240423_12_45_23_DataLog_0.parquet,ism330dhcx_acc_20240423_12_45_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_45_23_DataLog_0.parquet,val
20240423_16_57_52_segment_0,Anomaly_Target_Test,belt,spd1300,BckgE,imp23absu_mic_20240423_16_57_52_DataLog_0.parquet,ism330dhcx_acc_20240423_16_57_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_57_52_DataLog_0.parquet,val
20240423_17_44_42_segment_0,Anomaly_Target_Test,magnetic,spd1200,BckgB,imp23absu_mic_20240423_17_44_42_DataLog_0.parquet,ism330dhcx_acc_20240423_17_44_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_44_42_DataLog_0.parquet,val
20240423_15_09_05_segment_0,Normal_Source_Test,normal,spd2000,BckgA,imp23absu_mic_20240423_15_09_05_DataLog_0.parquet,ism330dhcx_acc_20240423_15_09_05_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_09_05_DataLog_0.parquet,val
20240423_14_30_37_segment_0,Normal_Source_Test,normal,spd1900,BckgF,imp23absu_mic_20240423_14_30_37_DataLog_0.parquet,ism330dhcx_acc_20240423_14_30_37_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_30_37_DataLog_0.parquet,val
20240423_16_52_01_segment_0,Anomaly_Target_Test,belt,spd1100,BckgE,imp23absu_mic_20240423_16_52_01_DataLog_0.parquet,ism330dhcx_acc_20240423_16_52_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_52_01_DataLog_0.parquet,val
20240423_16_25_10_segment_0,Normal_Source_Test,normal,spd3000,BckgC,imp23absu_mic_20240423_16_25_10_DataLog_0.parquet,ism330dhcx_acc_20240423_16_25_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_25_10_DataLog_0.parquet,val
20240423_16_48_07_segment_0,Anomaly_Target_Test,belt,spd1000,BckgE,imp23absu_mic_20240423_16_48_07_DataLog_0.parquet,ism330dhcx_acc_20240423_16_48_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_48_07_DataLog_0.parquet,test
20240423_15_06_01_segment_0,Normal_Source_Test,normal,spd2000,BckgC,imp23absu_mic_20240423_15_06_01_DataLog_0.parquet,ism330dhcx_acc_20240423_15_06_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_06_01_DataLog_0.parquet,test
20240423_13_53_40_segment_0,Normal_Source_Test,normal,spd1700,BckgA,imp23absu_mic_20240423_13_53_40_DataLog_0.parquet,ism330dhcx_acc_20240423_13_53_40_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_53_40_DataLog_0.parquet,test
20240423_11_26_43_segment_0,Normal_Target_Test,normal,spd1200,BckgG,imp23absu_mic_20240423_11_26_43_DataLog_0.parquet,ism330dhcx_acc_20240423_11_26_43_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_26_43_DataLog_0.parquet,test
20240423_18_19_26_segment_0,Anomaly_Source_Test,magnetic,spd2800,BckgA,imp23absu_mic_20240423_18_19_26_DataLog_0.parquet,ism330dhcx_acc_20240423_18_19_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_19_26_DataLog_0.parquet,test
20240423_17_20_26_segment_0,Anomaly_Source_Test,belt,spd2400,BckgC,imp23absu_mic_20240423_17_20_26_DataLog_0.parquet,ism330dhcx_acc_20240423_17_20_26_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_20_26_DataLog_0.parquet,test
20240423_10_48_27_segment_0,Normal_Target_Test,normal,spd1100,BckgB,imp23absu_mic_20240423_10_48_27_DataLog_0.parquet,ism330dhcx_acc_20240423_10_48_27_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_48_27_DataLog_0.parquet,test
20240423_16_24_21_segment_0,Normal_Source_Test,normal,spd3000,BckgA,imp23absu_mic_20240423_16_24_21_DataLog_0.parquet,ism330dhcx_acc_20240423_16_24_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_24_21_DataLog_0.parquet,test
20240423_17_42_07_segment_0,Anomaly_Target_Test,magnetic,spd1100,BckgE,imp23absu_mic_20240423_17_42_07_DataLog_0.parquet,ism330dhcx_acc_20240423_17_42_07_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_42_07_DataLog_0.parquet,test
20240423_17_52_13_segment_0,Anomaly_Target_Test,magnetic,spd1400,BckgB,imp23absu_mic_20240423_17_52_13_DataLog_0.parquet,ism330dhcx_acc_20240423_17_52_13_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_52_13_DataLog_0.parquet,test
20240423_14_35_35_segment_0,Normal_Source_Test,normal,spd1900,BckgF,imp23absu_mic_20240423_14_35_35_DataLog_0.parquet,ism330dhcx_acc_20240423_14_35_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_35_35_DataLog_0.parquet,test
20240423_12_04_04_segment_0,Normal_Target_Test,normal,spd1300,BckgB,imp23absu_mic_20240423_12_04_04_DataLog_0.parquet,ism330dhcx_acc_20240423_12_04_04_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_04_04_DataLog_0.parquet,test
20240423_16_51_42_segment_0,Anomaly_Target_Test,belt,spd1100,BckgE,imp23absu_mic_20240423_16_51_42_DataLog_0.parquet,ism330dhcx_acc_20240423_16_51_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_51_42_DataLog_0.parquet,test
20240423_18_06_57_segment_0,Anomaly_Source_Test,magnetic,spd1800,BckgF,imp23absu_mic_20240423_18_06_57_DataLog_0.parquet,ism330dhcx_acc_20240423_18_06_57_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_06_57_DataLog_0.parquet,test
20240423_16_55_30_segment_0,Anomaly_Target_Test,belt,spd1200,BckgE,imp23absu_mic_20240423_16_55_30_DataLog_0.parquet,ism330dhcx_acc_20240423_16_55_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_55_30_DataLog_0.parquet,test
20240423_11_00_50_segment_0,Normal_Target_Test,normal,spd1100,BckgB,imp23absu_mic_20240423_11_00_50_DataLog_0.parquet,ism330dhcx_acc_20240423_11_00_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_00_50_DataLog_0.parquet,test
20240423_18_08_55_segment_0,Anomaly_Source_Test,magnetic,spd1900,BckgD,imp23absu_mic_20240423_18_08_55_DataLog_0.parquet,ism330dhcx_acc_20240423_18_08_55_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_08_55_DataLog_0.parquet,test
20240423_10_21_58_segment_0,Normal_Target_Test,normal,spd1000,BckgB,imp23absu_mic_20240423_10_21_58_DataLog_0.parquet,ism330dhcx_acc_20240423_10_21_58_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_21_58_DataLog_0.parquet,test
20240423_16_55_01_segment_0,Anomaly_Target_Test,belt,spd1200,BckgB,imp23absu_mic_20240423_16_55_01_DataLog_0.parquet,ism330dhcx_acc_20240423_16_55_01_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_55_01_DataLog_0.parquet,test
20240423_10_26_46_segment_0,Normal_Target_Test,normal,spd1000,BckgE,imp23absu_mic_20240423_10_26_46_DataLog_0.parquet,ism330dhcx_acc_20240423_10_26_46_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_26_46_DataLog_0.parquet,test
20240423_14_43_50_segment_0,Normal_Source_Test,normal,spd1900,BckgD,imp23absu_mic_20240423_14_43_50_DataLog_0.parquet,ism330dhcx_acc_20240423_14_43_50_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_43_50_DataLog_0.parquet,test
20240423_13_26_52_segment_0,Normal_Source_Test,normal,spd1600,BckgD,imp23absu_mic_20240423_13_26_52_DataLog_0.parquet,ism330dhcx_acc_20240423_13_26_52_DataLog_0.parquet,ism330dhcx_gyro_20240423_13_26_52_DataLog_0.parquet,test
20240423_17_16_06_segment_0,Anomaly_Source_Test,belt,spd1900,BckgF,imp23absu_mic_20240423_17_16_06_DataLog_0.parquet,ism330dhcx_acc_20240423_17_16_06_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_16_06_DataLog_0.parquet,test
20240423_18_19_56_segment_0,Anomaly_Source_Test,magnetic,spd2800,BckgC,imp23absu_mic_20240423_18_19_56_DataLog_0.parquet,ism330dhcx_acc_20240423_18_19_56_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_19_56_DataLog_0.parquet,test
20240423_10_38_10_segment_0,Normal_Target_Test,normal,spd1000,BckgG,imp23absu_mic_20240423_10_38_10_DataLog_0.parquet,ism330dhcx_acc_20240423_10_38_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_10_38_10_DataLog_0.parquet,test
20240423_17_55_10_segment_0,Anomaly_Source_Test,magnetic,spd1500,BckgF,imp23absu_mic_20240423_17_55_10_DataLog_0.parquet,ism330dhcx_acc_20240423_17_55_10_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_55_10_DataLog_0.parquet,test
20240423_17_52_23_segment_0,Anomaly_Target_Test,magnetic,spd1400,BckgB,imp23absu_mic_20240423_17_52_23_DataLog_0.parquet,ism330dhcx_acc_20240423_17_52_23_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_52_23_DataLog_0.parquet,test
20240423_14_03_36_segment_0,Normal_Source_Test,normal,spd1800,BckgC,imp23absu_mic_20240423_14_03_36_DataLog_0.parquet,ism330dhcx_acc_20240423_14_03_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_03_36_DataLog_0.parquet,test
20240423_16_58_21_segment_0,Anomaly_Target_Test,belt,spd1300,BckgB,imp23absu_mic_20240423_16_58_21_DataLog_0.parquet,ism330dhcx_acc_20240423_16_58_21_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_58_21_DataLog_0.parquet,test
20240423_11_44_25_segment_0,Normal_Target_Test,normal,spd1300,BckgB,imp23absu_mic_20240423_11_44_25_DataLog_0.parquet,ism330dhcx_acc_20240423_11_44_25_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_44_25_DataLog_0.parquet,test
20240423_11_07_54_segment_0,Normal_Target_Test,normal,spd1100,BckgB,imp23absu_mic_20240423_11_07_54_DataLog_0.parquet,ism330dhcx_acc_20240423_11_07_54_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_07_54_DataLog_0.parquet,test
20240423_16_55_11_segment_0,Anomaly_Target_Test,belt,spd1200,BckgG,imp23absu_mic_20240423_16_55_11_DataLog_0.parquet,ism330dhcx_acc_20240423_16_55_11_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_55_11_DataLog_0.parquet,test
20240423_15_12_09_segment_0,Normal_Source_Test,normal,spd2000,BckgA,imp23absu_mic_20240423_15_12_09_DataLog_0.parquet,ism330dhcx_acc_20240423_15_12_09_DataLog_0.parquet,ism330dhcx_gyro_20240423_15_12_09_DataLog_0.parquet,test
20240423_16_57_42_segment_0,Anomaly_Target_Test,belt,spd1300,BckgG,imp23absu_mic_20240423_16_57_42_DataLog_0.parquet,ism330dhcx_acc_20240423_16_57_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_57_42_DataLog_0.parquet,test
20240423_11_20_35_segment_0,Normal_Target_Test,normal,spd1200,BckgG,imp23absu_mic_20240423_11_20_35_DataLog_0.parquet,ism330dhcx_acc_20240423_11_20_35_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_20_35_DataLog_0.parquet,test
20240423_16_49_15_segment_0,Anomaly_Target_Test,belt,spd1000,BckgE,imp23absu_mic_20240423_16_49_15_DataLog_0.parquet,ism330dhcx_acc_20240423_16_49_15_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_49_15_DataLog_0.parquet,test
20240423_14_37_33_segment_0,Normal_Source_Test,normal,spd1900,BckgA,imp23absu_mic_20240423_14_37_33_DataLog_0.parquet,ism330dhcx_acc_20240423_14_37_33_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_37_33_DataLog_0.parquet,test
20240423_17_24_36_segment_0,Anomaly_Source_Test,belt,spd2800,BckgD,imp23absu_mic_20240423_17_24_36_DataLog_0.parquet,ism330dhcx_acc_20240423_17_24_36_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_24_36_DataLog_0.parquet,test
20240423_12_26_48_segment_0,Normal_Target_Test,normal,spd1400,BckgG,imp23absu_mic_20240423_12_26_48_DataLog_0.parquet,ism330dhcx_acc_20240423_12_26_48_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_26_48_DataLog_0.parquet,test
20240423_16_56_43_segment_0,Anomaly_Target_Test,belt,spd1300,BckgG,imp23absu_mic_20240423_16_56_43_DataLog_0.parquet,ism330dhcx_acc_20240423_16_56_43_DataLog_0.parquet,ism330dhcx_gyro_20240423_16_56_43_DataLog_0.parquet,test
20240423_11_01_39_segment_0,Normal_Target_Test,normal,spd1100,BckgE,imp23absu_mic_20240423_11_01_39_DataLog_0.parquet,ism330dhcx_acc_20240423_11_01_39_DataLog_0.parquet,ism330dhcx_gyro_20240423_11_01_39_DataLog_0.parquet,test
20240423_12_57_49_segment_0,Normal_Source_Test,normal,spd1500,BckgF,imp23absu_mic_20240423_12_57_49_DataLog_0.parquet,ism330dhcx_acc_20240423_12_57_49_DataLog_0.parquet,ism330dhcx_gyro_20240423_12_57_49_DataLog_0.parquet,test
20240423_14_47_18_segment_0,Normal_Source_Test,normal,spd1900,BckgC,imp23absu_mic_20240423_14_47_18_DataLog_0.parquet,ism330dhcx_acc_20240423_14_47_18_DataLog_0.parquet,ism330dhcx_gyro_20240423_14_47_18_DataLog_0.parquet,test
20240423_18_16_31_segment_0,Anomaly_Source_Test,magnetic,spd2400,BckgA,imp23absu_mic_20240423_18_16_31_DataLog_0.parquet,ism330dhcx_acc_20240423_18_16_31_DataLog_0.parquet,ism330dhcx_gyro_20240423_18_16_31_DataLog_0.parquet,test
20240423_17_55_30_segment_0,Anomaly_Source_Test,magnetic,spd1500,BckgC,imp23absu_mic_20240423_17_55_30_DataLog_0.parquet,ism330dhcx_acc_20240423_17_55_30_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_55_30_DataLog_0.parquet,test
20240423_17_11_51_segment_0,Anomaly_Source_Test,belt,spd1800,BckgC,imp23absu_mic_20240423_17_11_51_DataLog_0.parquet,ism330dhcx_acc_20240423_17_11_51_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_11_51_DataLog_0.parquet,test
20240423_17_33_42_segment_0,Anomaly_Source_Test,belt,spd3000,BckgC,imp23absu_mic_20240423_17_33_42_DataLog_0.parquet,ism330dhcx_acc_20240423_17_33_42_DataLog_0.parquet,ism330dhcx_gyro_20240423_17_33_42_DataLog_0.parquet,test
